Salary,Age,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Total Minutes,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Still_Rookie_contract,Undrafted_Flag,Position_C,Position_PF,Position_PG,Position_PG-SG,Position_SF,Position_SF-PF,Position_SF-SG,Position_SG,Position_SG-PG
3.710870983227114,1.9167240057348423,0.31557127022992404,1.2343433603954843,1.5554894264907104,2.709055898886825,2.609888169084602,0.2595850284613706,4.440903296932049,3.8142855339248998,0.783633857690946,1.3825276797058612,1.2563690297820123,0.3393816699808846,0.7660297337959712,2.0219750119921573,1.6659522190731826,1.111210935228868,-0.2213438484274439,1.6066297426929812,1.132666263933494,2.1463482028740546,0.7283645396550165,0.05875022883258705,2.516922796436672,0.5144161277508034,2.9395068360064514,1.0079465367465759,1.7405834872277406,0.9260862310829039,0.7290999534873016,-0.007094413453786028,-0.6789513191994054,0.2962384213579135,-0.07690928121669074,1.9089765322428018,-0.16408976178426155,-0.371088781114048,-0.03103229871370632,2.1320503417992533,2.606895851724152,0.9000381636173815,2.1645660118901935,1.2548423937605147,2.4772283509675947,0.08194086414597629,1.8179368678012555,3.5545114122020864,-0.5905109398045207,-0.7241753706297323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6431174124768817,1.4479354848652806,-0.5721669260234363,-0.7244955846620712,0.2471338341153464,0.3073846897407704,0.5570350703548497,-0.5158950280265644,0.005831783712320464,0.182191500280525,-0.17328889612343792,0.37642761112812384,0.667883908025382,-0.5452221815983643,-0.7350984358371203,0.5537789091128006,0.768389013618707,-0.5009311338027647,-0.623370708960602,-0.20970192620671266,-0.36115765581037323,1.5836654841086817,0.47753701606520954,0.05875022883258705,1.5526003496643732,0.00027464822624175195,0.33145535553140804,-0.42633496036955804,0.05385583410164532,-0.6404619415704076,-0.37633578637746007,0.45419145518593196,-0.7251895638713091,-0.5391261607172021,-0.6989669478870856,2.524298471968221,0.20194459720064967,-0.1726546522733551,0.6088751023482403,1.4545310765175132,-0.910995043710133,-0.4274363060670184,-0.8001300905543295,-0.7010439304619778,0.15423247754014494,-0.14127406263118844,0.047822138764620756,-0.37470664591788877,-0.5905109398045207,-0.7241753706297323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6182724532865738,1.9167240057348423,1.0015507855166115,0.051648148285262124,0.9693461211065473,1.0400979399887196,1.2944677368888382,-0.2604427741246562,0.2332713484928193,0.49224830803065445,-0.11155194426444537,1.181307665990314,1.508576939106282,-0.338814616229873,-0.5056266137276034,0.872951974956139,1.2963673697683984,-0.6731685343403324,0.44870091912781973,1.1378989894285438,1.0008582710149174,2.7601838960726437,0.9791920632448234,0.33370129976909396,2.8785437139762835,0.6429514976319439,0.9834682256501689,1.2316751007992612,0.45545765627452534,-0.49173901378686524,-0.5270770236317459,0.36300703929203415,-0.12409238313656185,0.24982927790929585,0.15904362683070075,2.9074234533066896,0.12873772540366735,-0.21234147804149364,0.7897184983005291,1.5730969479418178,-1.024475395175755,1.5127186880871046,-0.16766158869949788,-0.4281295596402347,0.46209940052450577,-0.007345106564889613,0.33266818711534357,0.5648889766760183,-0.5905109398045207,-0.7241753706297323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.374558241509534,2.8543010474739656,0.27521953403658944,1.1604249096385955,1.6392241844027333,3.1568251073716826,3.0085004212651367,0.32344809193684765,1.370469172395314,1.8210631983883525,-0.03438075444070467,3.294117810003563,3.077870597123963,0.34675336874404505,0.14454354891602925,2.0219750119921573,2.1411327396079054,0.09845502006797041,0.44870091912781973,2.6026825933799094,2.0992582120030554,2.4021130750401336,0.7283645396550165,0.6086523707056009,2.516922796436672,-0.12826072165489844,2.867060961548811,1.0236680034097376,1.7084553414539096,0.20230131586966452,-0.4357186980230878,0.10018136995079961,-0.35528360649608,0.9150270006728138,0.5236981210857596,2.3153212094199653,-0.23729663358124387,-0.1726546522733551,-0.15623157283452196,2.5216239193362533,1.1316512826710647,1.3084918465971969,1.2949218218398,0.6407850594115927,1.9174703091778478,0.305155790923141,1.5330908194505326,2.956586925096873,-0.5905109398045207,-0.7241753706297323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3413348055644794,1.9167240057348423,-0.04759435551008703,0.9017103319894844,1.6496910291417364,2.8311747739281503,2.2312065295130945,0.8708457788695081,1.143029607614815,0.935186604816554,0.6061401210963427,2.9922877894302418,2.545431677439393,0.6195062229809805,0.7660297337959712,3.2348326621968435,2.774706766987535,1.138768919314879,-0.623370708960602,2.1339518401154725,1.396282249770647,1.4813595352422502,0.22670949247540226,2.808260938197656,2.637463102283209,0.5144161277508034,2.896039311331868,0.6826331111780767,2.0297367991922135,1.134298329979863,-0.6275711818012696,0.7384722812080836,-0.9332616648948754,0.7139207123954711,0.09469283372686663,1.2704348966786876,-0.3837103771752083,0.6210818630894168,0.09416697540710933,2.0812363969031225,1.9827539186632304,1.0021515843623354,1.7692731982309235,1.27758525799566,2.0574098196252844,0.5730137030557386,1.7365522825581916,2.8711691412246996,-0.5905109398045207,-0.7241753706297323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2626975970647107,0.744752703560938,0.07346085306991665,1.0125880081248178,1.429887289622675,2.2612866904019677,2.0916922412499077,0.3781878606301137,0.6881504780538172,0.7137174564236043,0.305172480783754,2.4892377551413727,2.489385475367332,0.14034580337555413,0.16366620075848903,1.5112981066428157,1.4547608766133058,0.6082777256591702,-0.08733489491639104,0.25902882705772456,0.16607431586393276,1.6859714329751132,0.7283645396550165,0.8836034416421077,2.1553018788970597,0.5144161277508034,2.041177992731714,0.6838424547675507,1.0337642802034719,0.30144993439202605,-0.7097936748490619,0.057271056588965356,-0.5633557075196464,-0.7711718779602896,-0.7633177409909194,1.514241702984986,-0.16408976178426155,-0.05359417496893929,0.02461182311776733,1.8271666724224702,0.5642495253429543,0.08313079765775082,0.4252776317894067,0.19729920682626007,1.1897848548511767,-0.49841794547465196,0.6582065280875983,0.9065601121647121,-0.5905109398045207,-0.7241753706297323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.1890968108539184,1.2135412244304997,0.15416432545658576,1.0125880081248178,1.4403541343616781,2.1391678153606426,1.9322473403776936,0.43292762932337975,1.143029607614815,0.8908927751379638,0.6987455488848311,2.1371027311391644,2.1250851618989426,0.13297410461239373,0.36445404510431567,2.085809625160825,1.8771435615330594,0.8080731102827488,0.3146919656167672,1.6066297426929812,1.308410254491596,0.9186768164768768,1.9825021576040514,0.33370129976909396,0.7088182087386122,-0.12826072165489844,2.1281130420808823,0.7745432239780988,1.7084553414539096,0.5988957899591107,-0.5362128561926117,0.379098406802722,-0.35528360649608,0.45093556618663855,0.15904362683070075,0.7015523486306585,0.34835834079461414,-0.1726546522733551,-0.6431176388599159,1.4545310765175132,2.0962342701288526,1.1042650051072895,1.8878610423287048,1.27758525799566,1.8055187008198983,0.43908474698943983,1.5330908194505326,2.529498005736006,-0.5905109398045207,-0.7241753706297323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1890968108539184,1.4479354848652806,0.31557127022992404,1.2343433603954843,1.5450225817517074,1.9763426486388762,2.151484079076987,-0.06885358369822511,2.0527878667368102,2.131120006138482,0.3514751946779984,1.5334426899925222,1.6767155453224625,-0.08817685828241882,0.02024631194004064,2.0219750119921573,1.82434572591809,0.8080731102827488,-0.08733489491639104,1.5480383985349262,1.132666263933494,1.5325125096754657,2.2333296811938586,0.05875022883258705,2.3963824905901348,1.4141637169187857,2.1281130420808823,1.0055278495676279,1.0177002073165569,0.2518756251308453,0.08959167422669571,0.23427609920653136,-0.60959395219155,0.32717785032365837,-0.03400875248080121,1.2356053529206448,0.4215652125915964,-0.371088781114048,0.09416697540710933,1.8779806173186009,0.6209897010757651,1.206378425852243,0.8996290081805303,0.3678706885898495,1.0498453444037399,0.17122683485684215,0.8616679911952574,1.5044845992699254,-0.5905109398045207,-0.7241753706297323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1890968108539184,0.5103584431261571,0.5980334235832659,1.4930579380445954,1.2833514632766345,3.1975313990521244,2.629818781693629,0.806982715394031,-0.33532756345842796,-0.0392776481124247,-0.38936822762991147,4.098997864865753,3.7224019209526533,0.4647005489546117,0.36445404510431567,4.128517246558191,5.520194218965932,-0.7489529905768622,1.7887904542383473,4.067466197331275,3.6370181293864485,1.8394303562747605,0.47753701606520954,1.158554512578615,3.360704937362433,1.799769826562207,3.185822809162428,1.1083220546729158,2.5277230586865844,0.42042827661885995,-1.2351040470988452,1.9024145311478367,0.47700479759818526,2.3382407330970847,1.939415569370107,2.280491665661923,-0.23729663358124387,0.10515312810361516,0.06634491449137238,3.453212909098646,2.0962342701288526,2.635966316281597,2.4808002628176093,1.391299579171386,2.0014340154463097,1.242658483387233,2.0213983309089145,4.1524358993073,-0.5905109398045207,-0.7241753706297323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1890968108539184,1.4479354848652806,0.3962747426165931,1.3082618111523732,1.7229589423147562,2.546230732165059,2.7095412321297356,-0.014113815004959068,3.644864820200303,3.76999170424631,0.3514751946779984,1.5334426899925222,1.4245076359981923,0.3025231761650825,0.2879634377344766,4.7030287650762,4.094652657361763,1.1043214392073653,-0.08733489491639104,0.7863509244802162,0.5614982946196623,2.657877947206212,0.7283645396550165,-0.21620084210392,2.637463102283209,0.2573453879885224,3.3452037329692366,1.2086975725992557,2.158249382287535,0.8170227507083061,0.6514453767199427,1.151484047315738,-0.6558321968634536,-0.3225501579569869,-0.5273648329435283,2.4894689282101785,-0.23729663358124387,-0.4107756068821866,-0.14232054237665362,2.606313827496471,3.9686600693116163,-0.32532288532206444,2.6389173882813175,1.4026710112889587,2.7011315676834933,-0.49841794547465196,1.7365522825581916,3.7253469799464334,-0.5905109398045207,-0.7241753706297323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
